n_clusters,embedding_size,pretrain_optimizer_params,clustering_optimizer_params,batch_size,pretrain_epochs,clustering_epochs,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,10,{'lr': 0.001},{'lr': 0.001},64,100,150,42,0.597892034381158,0.8050117899006264,0.9137897405890384,0.13939203439942918,845.8215659243599,2.164908312207216,0.3159649194711101
5,10,{'lr': 0.001},{'lr': 0.001},64,100,300,42,0.9123306575963436,0.9167376836389193,0.9672322995904038,0.15648650548868287,812.986411643432,2.033909939837542,0.3296076745289108
5,10,{'lr': 0.001},{'lr': 0.001},128,10,150,42,0.5861866107796329,0.7513863898387729,0.8857031402379559,0.1281541441963078,834.9641717492917,2.2030651159430117,0.31220095870751313
5,10,{'lr': 0.001},{'lr': 0.001},128,10,300,42,0.5642472141076308,0.7560318751741959,0.8909693778037839,0.13021194162299451,841.7796661240035,2.1944209788169613,0.313045777820538
5,10,{'lr': 0.001},{'lr': 0.001},128,50,150,42,0.6271932216338869,0.8045829741700998,0.91261946557441,0.14041085214655208,848.9741063734178,2.1525800851730033,0.31720050656385573
5,10,{'lr': 0.001},{'lr': 0.001},128,50,300,42,0.6791202924216683,0.8234267042699434,0.9133996489174956,0.1411295630664508,842.4554074401584,2.1558923880585312,0.31686758515083224
5,10,{'lr': 0.001},{'lr': 0.001},128,100,150,42,0.9133167904432873,0.9175391334681573,0.9676223912619466,0.1564382835639964,813.4576899499945,2.038507658133986,0.3291089286291685
5,10,{'lr': 0.001},{'lr': 0.001},128,100,300,42,0.5510888381168327,0.7672126981599138,0.9096937780378389,0.12680664666921232,788.7696720372834,2.421486549319438,0.2922706214346826
5,10,{'lr': 0.001},{'lr': 0.001},512,10,150,42,0.7737571165618857,0.8537126993103763,0.9128145114101814,0.14281383106652015,814.6631874658812,2.191039431059416,0.31337751275232684
5,10,{'lr': 0.001},{'lr': 0.001},512,10,300,42,0.5505113702051975,0.7293489373839632,0.8880436902672127,0.12586379282823998,832.6951782385664,2.2855246420471116,0.30436539333849894
5,10,{'lr': 0.001},{'lr': 0.001},512,50,150,42,0.7490839919094445,0.824153561067324,0.9104739613809245,0.1814144813426899,780.510115327228,1.5878166307913146,0.3864261432210579
5,10,{'lr': 0.001},{'lr': 0.001},512,50,300,42,0.7984152740252417,0.7756387850679995,0.9093036863662961,0.14523548590470514,736.3147579788524,2.2463901876434176,0.3080344450911209
5,10,{'lr': 0.001},{'lr': 0.001},512,100,150,42,0.8986357119183623,0.901287982050369,0.9604056953384045,0.1578028743643418,810.4008316408933,2.0556146002175373,0.327266403272457
5,10,{'lr': 0.001},{'lr': 0.001},512,100,300,42,0.615818719457274,0.80858350012795,0.9133996489174956,0.14003038206048488,850.5480590448927,2.15240288761136,0.31721833650448167
